"participant","absavg_learning","minavg_learning","outlier_Learning_Age","absavg_recall","minavg_recall","outlier_Recall_Age","block","CorrectRecallOld","ForgetRecallOld","CorrectRecallNew","NewRecallOld","AgeGroup","ToD_Condition","collected_by","z_CorrectRecallOld","z_ForgetRecallOld","z_CorrectRecallNew","z_NewRecallOld","Outlier_Block_CorrectRecallOld","Outlier_Block_ForgetRecallOld","Outlier_Block_CorrectRecallNew","Outlier_Block_NewRecallOld","Outlier_Block_Any","Chance_CorrectRecallOverall","HitRate","FalseAlarmRate","RecognitionScore","z_HitRate","z_FalseAlarmRate","z_RecognitionScore","HR_outlier","FA_outlier","Rec_outlier"
"Sub038_ToD",6.73469387755102,2.3265306122449,FALSE,37.7551020408163,3.79591836734694,FALSE,"Overall",49,11,24,0,"YA","Morning","Julia",0.225977913946744,-0.225977913946744,0.723342939988221,-0.72334293998822,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.816666666666667,0,0.816666666666667,0.225977913946744,-0.72334293998822,0.463726905438366,FALSE,FALSE,FALSE
"Sub039_ToD",10.7115384615385,-2.05769230769231,FALSE,53.9230769230769,16.7307692307692,FALSE,"Overall",52,8,24,0,"OA","Night","Julia",0.259094967167267,-0.259094967167268,0.750351714879722,-0.750351714879723,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.866666666666667,0,0.866666666666667,0.259094967167268,-0.750351714879723,0.488129335297296,FALSE,FALSE,FALSE
"Sub040_ToD",8.74468085106383,-1.72340425531915,FALSE,53.5957446808511,5.21276595744681,FALSE,"Overall",47,13,23,1,"OA","Night","Julia",-0.336982411285035,0.336982411285035,-0.0422733360495629,0.0422733360495619,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.783333333333333,0.0416666666666667,0.741666666666667,-0.336982411285035,0.0422733360495619,-0.318251725215858,FALSE,FALSE,FALSE
"Sub041_ToD",6.12820512820513,-2.28205128205128,FALSE,44.5641025641026,15.3846153846154,FALSE,"Overall",39,21,23,1,"YA","Morning","Julia",-0.796303125336145,0.796303125336145,0.0274687192400598,-0.027468719240059,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.65,0.0416666666666667,0.608333333333333,-0.796303125336145,-0.027468719240059,-0.741582424702393,FALSE,FALSE,FALSE
"Sub042_ToD",6.54054054054054,-2.75675675675676,FALSE,29,2.40540540540541,FALSE,"Overall",37,23,22,2,"YA","Morning","Julia",-1.00075933319272,1.00075933319272,-0.668405501508101,0.668405501508102,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.616666666666667,0.0833333333333333,0.533333333333333,-1.00075933319272,0.668405501508102,-1.17549378355307,FALSE,FALSE,FALSE
"Sub043_ToD",11.8809523809524,-2.30952380952381,FALSE,50.5476190476191,-7.97619047619048,FALSE,"Overall",42,18,24,0,"OA","Night","Julia",-0.933059789737338,0.933059789737338,0.750351714879722,-0.750351714879723,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.7,0,0.7,-0.933059789737338,-0.750351714879723,-0.587045412053577,FALSE,FALSE,FALSE
"Sub044_ToD",4.83333333333333,0.648148148148148,FALSE,42.2777777777778,-2.72222222222222,FALSE,"Overall",54,6,23,1,"YA","Night","Julia",0.737118433588188,-0.737118433588188,0.0274687192400598,-0.027468719240059,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.9,0.0416666666666667,0.858333333333333,0.737118433588189,-0.027468719240059,0.704788771466518,FALSE,FALSE,FALSE
"Sub045_ToD",11.5192307692308,-0.826923076923077,FALSE,52.6923076923077,12.6153846153846,FALSE,"Overall",52,8,24,0,"OA","Night","Julia",0.259094967167267,-0.259094967167268,0.750351714879722,-0.750351714879723,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.866666666666667,0,0.866666666666667,0.259094967167268,-0.750351714879723,0.488129335297296,FALSE,FALSE,FALSE
"Sub046_ToD",7.10526315789474,0.263157894736842,FALSE,9.33333333333333,-2.21052631578947,FALSE,"Overall",57,3,24,0,"OA","Morning","Julia",0.85517234561957,-0.85517234561957,0.750351714879722,-0.750351714879723,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.95,0,0.95,0.85517234561957,-0.750351714879723,1.02571670897273,FALSE,FALSE,FALSE
"Sub047_ToD",5.575,-0.275,FALSE,51.525,-8.225,FALSE,"Overall",40,20,24,0,"YA","Morning","Julia",-0.694075021407856,0.694075021407856,0.723342939988221,-0.72334293998822,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.666666666666667,0,0.666666666666667,-0.694075021407856,-0.72334293998822,-0.404095812262981,FALSE,FALSE,FALSE
